building_id,damage_grade
135264,3
1038235,2
796398,2
147813,3
157752,2
363545,2
882052,3
113302,2
309162,2
969634,2
597272,1
750435,2
941107,3
488578,3
107615,2
1028365,3
434716,2
566312,2
915040,2
24928,2
865200,2
446867,2
697278,2
789142,2
223074,3
797271,2
518186,2
632556,2
93094,2
743474,2
337412,2
861245,2
260830,3
225588,2
43080,2
994094,3
1043699,2
274370,2
126127,2
236702,2
1029875,3
851377,2
182972,3
1043079,2
781193,2
773336,2
974676,2
710936,2
31080,1
855746,2
17746,2
975985,2
12771,2
34734,2
293758,3
589564,2
116868,2
14337,1
814816,2
992622,2
345088,2
72972,2
174500,2
573656,2
158670,3
416813,2
388432,2
874042,2
673536,2
180268,2
171116,3
257982,2
893025,3
728519,2
21734,2
1014745,2
848163,2
556502,2
243903,2
284450,2
681716,2
131151,2
629851,2
590242,2
655057,2
124296,2
50244,2
936196,1
503057,2
502121,3
284343,3
826405,3
205052,3
416134,2
536742,2
518147,2
338524,2
652622,2
290491,2
405056,2
647922,2
565141,3
943234,3
970682,2
518931,2
616109,2
835418,2
127821,3
42748,2
523649,2
174065,2
113294,2
931250,2
497109,2
948444,2
472591,2
441412,2
1028708,2
729464,3
121325,2
956089,1
868602,2
172780,2
928439,3
497500,2
140882,2
273889,3
605292,2
777189,3
862043,2
139738,2
34567,1
1007697,2
409798,2
733541,3
841894,3
240056,3
371369,2
145012,3
1026095,2
941855,3
504540,3
717358,2
658562,2
349614,2
171617,2
813559,2
448660,2
290396,3
89951,2
732529,3
802079,2
185727,3
72463,2
49039,2
359400,2
964486,2
457984,3
823552,2
636805,3
589845,2
732941,2
789333,2
982262,2
125797,2
823727,1
881482,2
608887,2
789998,2
748027,2
594351,1
99220,3
321612,2
254857,2
10648,2
36270,3
1008166,2
306950,2
46928,2
375839,2
309782,3
560666,2
622015,2
649607,2
553385,2
407711,2
732438,2
197130,2
291642,3
562048,2
171462,3
38640,2
577146,2
423370,2
832932,3
610116,1
432220,2
519951,2
1024027,3
266271,2
684042,2
93278,1
701691,2
547150,2
180861,2
724773,2
843811,2
618116,3
230830,3
683452,3
256319,2
532998,2
692133,2
136790,2
2588,2
941974,2
555475,3
378214,2
225837,2
114861,3
835646,2
308994,2
273130,2
286929,2
848195,2
68800,3
472365,2
1000925,2
294738,2
791031,1
840499,2
224646,2
620003,2
998931,2
242217,3
710718,3
327465,2
214308,2
222436,1
526574,2
514915,2
278755,3
453010,2
626745,2
492576,2
654085,2
57588,2
510793,2
183697,2
529549,3
340978,1
825913,2
12527,2
298055,2
321485,2
759808,3
484416,3
356859,1
950460,2
272191,2
573475,2
529397,2
857371,2
471942,2
656181,2
396381,1
943339,2
375961,2
87754,2
375681,2
853113,2
758295,3
159582,2
278128,3
507051,2
240774,2
187203,3
319062,3
256549,2
577595,2
757108,3
616844,3
946273,2
997315,3
272757,2
82407,2
109628,1
3649,2
657331,2
54888,2
823836,1
359646,2
662794,1
734569,3
448977,3
562837,3
188484,2
731124,2
1044470,2
119197,1
1030816,2
670013,2
415925,2
96680,2
783077,3
88863,3
711395,1
285135,3
708174,2
846327,2
134914,2
239442,3
378032,2
680720,3
386621,2
937837,2
522643,2
354416,3
108570,2
66256,3
320029,2
858752,3
773527,2
61312,2
257904,2
985424,2
558905,3
633748,2
1046069,2
40199,2
721883,3
745155,2
684547,2
685650,2
316894,3
217451,2
697714,3
569563,2
646454,2
385326,2
708880,2
915347,3
789645,1
24366,3
493000,2
141567,2
806010,2
983016,2
989049,2
463287,2
319368,2
687218,3
139713,3
276430,2
500282,3
219349,2
544704,2
714007,2
837534,2
920299,2
518269,2
564257,3
990504,3
310184,1
346858,3
42025,2
187035,2
767214,3
718753,3
967772,3
323402,2
589145,3
774686,2
15089,2
390096,2
50365,2
397234,3
1038351,2
870343,2
413813,2
608692,1
15330,2
1046390,3
733664,2
854326,2
311484,3
459541,2
754044,2
547108,2
708065,1
827037,3
205220,2
57063,2
294579,3
554846,2
197745,2
543757,2
59678,2
62398,3
766746,1
231931,2
586135,2
118985,2
531503,2
512168,2
275201,2
127443,2
372499,2
937676,2
265546,2
616060,2
802890,2
119200,3
299375,2
678588,2
294461,1
875314,3
970132,2
929092,2
386017,2
950962,3
444638,2
131521,2
273432,3
410201,3
11036,1
47122,2
669057,2
51922,2
420346,1
579169,2
193794,2
438410,3
1023425,3
549680,2
245498,3
943829,2
879741,2
965650,3
940100,2
346800,2
675298,3
34725,2
251039,2
259490,2
170188,3
317863,2
219864,2
824627,2
23598,2
483665,2
897993,2
471920,2
129487,2
872774,2
859392,3
956941,3
440010,1
774106,2
34363,1
540326,2
238019,2
106004,2
184588,3
238348,2
1047073,3
790813,3
397397,2
564225,2
807533,2
614889,2
824249,2
594969,3
583437,2
391216,2
63821,1
432427,2
530306,2
184433,2
170820,2
224766,3
994523,2
496552,1
671113,3
745173,2
282386,2
356992,1
57823,2
63373,2
331089,3
819224,2
567623,2
345734,2
19344,3
42115,2
142528,2
32549,2
844441,2
39232,3
757035,2
571712,2
423807,2
322228,2
102948,2
656610,3
213839,2
387837,3
902814,2
741562,2
747882,2
41996,2
432166,3
1000691,2
533900,3
1028088,2
825407,2
1004425,2
76899,2
798445,2
392310,2
839011,3
540980,2
221023,2
847054,2
802427,2
896447,2
380501,2
433224,3
316628,2
29491,3
245800,2
321879,2
187906,2
493843,3
1024354,3
100792,2
258322,2
506366,3
156707,3
389814,1
896277,2
917503,3
917162,3
650851,3
148662,1
211,2
918042,2
697305,2
537320,2
585242,1
38544,2
249406,2
1012506,2
510269,1
450848,2
386871,1
1030814,1
226551,3
650268,3
940668,3
956468,2
968893,2
997384,3
1019660,2
184968,2
474006,2
206602,2
448445,2
922198,2
776145,2
164864,2
888588,3
961118,2
467413,2
132695,2
960540,3
741768,1
410673,3
311968,2
1033219,3
115790,2
907339,2
802114,1
523172,2
237985,3
414056,2
19565,3
136768,2
392663,2
764961,3
767851,2
531813,2
765561,2
875980,3
383579,3
930356,2
507416,2
490910,2
404816,2
787083,2
460055,2
436228,3
286132,3
573022,2
225285,3
610289,3
977231,3
118996,3
276735,2
618134,2
223600,3
914398,3
624106,2
452326,3
51148,2
283450,2
606630,1
1043823,2
142030,2
849720,2
559651,2
363249,2
810999,2
393565,2
262009,3
248198,3
129509,3
192717,1
32175,2
44093,3
932801,3
905273,2
190097,2
478627,2
682017,1
478330,2
560071,2
66660,2
45281,3
842166,2
12703,1
350196,2
347191,2
415450,3
249711,2
408120,3
234013,3
1013648,2
432860,2
538825,2
445100,2
1003754,3
249939,3
1005564,3
74153,2
593419,3
539537,2
581524,3
1036621,2
422539,2
511807,3
542239,3
165835,2
394560,2
93290,2
641463,2
171690,2
830324,2
892680,2
26326,2
660146,2
484075,3
394910,2
553176,2
385989,1
552847,2
727525,3
1034626,2
999118,2
175584,2
74265,3
182978,2
256226,3
883365,3
1041417,3
537873,3
636781,1
277966,2
420357,2
120634,2
141381,1
8286,2
407665,2
730924,2
695349,2
125898,2
796269,2
293959,2
761981,2
457320,3
21709,2
108195,2
962618,1
922724,2
183211,2
43555,3
228073,2
650323,3
86084,3
582102,2
781909,3
290515,2
335355,3
902208,3
246101,2
104044,1
888972,2
95268,3
184560,2
704184,2
731447,2
927676,2
669903,1
125042,3
421790,1
459367,3
805802,2
64526,2
813823,2
1042806,2
1024997,3
989778,2
1012008,3
139636,2
15710,3
835285,2
403154,2
214354,2
271643,1
840848,2
783307,2
654722,3
897384,3
222281,2
1005620,2
730071,2
1011477,2
846260,2
840232,2
788320,2
945518,3
642323,3
390727,1
329743,2
493034,2
174504,3
356430,2
860960,3
489146,2
988140,2
141501,2
594504,3
926782,2
113903,2
637300,2
856872,2
172952,2
847974,1
457989,2
717102,2
753478,1
244341,2
536224,3
404134,2
950593,3
829384,2
904272,1
773916,1
921066,2
190989,2
427715,3
744613,3
673379,2
517452,2
423144,2
443015,2
29673,2
574231,2
69967,2
58551,3
565521,2
174175,2
746476,1
941980,2
253163,2
643506,2
970838,2
89993,3
299235,2
637394,2
594432,2
589852,3
608342,3
339497,3
902117,2
1018543,2
68453,1
37378,3
519699,1
404060,3
518850,2
216372,3
283570,2
857426,2
455656,2
860062,2
994763,2
332547,2
392715,2
438338,2
784621,2
153420,3
451255,3
385217,2
721188,1
1025352,2
599920,2
652696,2
693718,1
239103,3
897067,2
51307,2
567279,2
412725,1
54542,3
229685,3
302107,2
648808,2
219207,2
231984,3
834996,3
563002,2
657402,3
26745,3
906395,3
609005,3
742448,3
31474,2
396586,2
166207,3
617223,2
340850,2
1040664,2
163958,1
450216,2
444140,2
441858,1
101338,2
756125,2
824143,2
257905,2
416299,2
937716,2
767126,2
865714,2
98437,2
417973,3
105600,2
950099,3
594356,3
563810,2
245021,3
548735,3
828471,2
367354,2
513915,3
889960,3
556342,1
371672,2
631188,2
260897,3
515507,2
416881,2
642396,2
233724,3
811176,3
129778,2
386774,2
599123,3
607321,2
199118,2
554472,2
467742,2
341593,3
96312,2
760067,2
421957,2
285082,2
586116,3
434093,2
926292,2
350472,2
387434,3
161357,1
635767,2
266975,3
292439,2
83273,2
88236,2
160077,2
573258,3
576908,2
473721,2
632321,3
332501,2
167187,2
835384,2
49914,2
129597,1
236223,2
365478,2
782838,2
531164,2
287872,1
145965,2
983317,2
13195,3
387781,3
755363,3
993277,2
778539,2
351613,3
521404,2
162403,2
316051,2
951457,2
696535,3
46806,3
645935,2
3802,3
962819,3
1026591,3
676505,3
891862,2
350748,2
228584,2
298631,2
159479,2
701695,2
703631,3
38530,3
292614,2
447268,3
356304,2
881720,2
387052,3
678220,3
751156,2
546507,2
474643,2
253896,3
991839,3
676169,3
148311,2
684375,3
509290,2
299344,2
951788,3
720331,2
662061,2
636195,3
239090,2
403957,3
274340,2
723958,2
648132,2
460616,2
340736,2
90914,2
449109,2
601774,2
363342,3
348827,3
578210,2
699611,2
576800,2
844551,2
843278,3
144209,1
335792,3
438842,2
173143,2
899466,2
749110,3
825573,2
648697,2
181241,2
132439,2
654391,3
798802,3
610407,3
271583,3
704420,3
387474,2
563418,2
635996,3
56864,3
1035031,2
399468,3
1029377,3
410127,2
65236,2
119096,2
199676,3
982093,2
407318,2
670778,3
242876,2
489144,2
457565,2
296122,2
162070,2
151490,2
762283,2
870556,1
637717,2
432524,3
838502,1
107246,3
352018,2
120191,3
631198,2
372355,2
703773,2
424443,1
731542,2
124775,2
217129,2
36404,2
271929,2
482208,3
468071,3
708268,2
949936,2
1042270,2
230870,3
750332,2
464281,3
358296,1
29760,3
726967,3
704201,2
1031137,3
919301,2
877181,3
600753,2
349372,3
491039,2
978750,2
579447,2
654311,2
605592,2
615368,2
928092,2
78412,2
202471,2
822,3
1039686,3
335003,1
906899,3
340040,1
361936,2
332363,2
305878,2
773466,3
973662,2
19876,3
232702,2
987929,2
435894,2
638061,2
983999,3
344125,3
367405,3
985107,1
910155,3
691837,3
239625,2
918194,2
935876,2
75072,1
58600,3
418966,2
599023,3
810403,3
647506,1
814892,3
56970,3
197780,2
532858,2
6263,2
610185,2
39825,2
507448,3
373619,3
274898,3
551517,1
788543,2
522953,2
101143,1
595833,2
442752,2
801923,2
633403,2
380412,3
216456,2
189540,2
811092,3
483262,2
637635,2
476989,3
992878,3
734830,3
707762,2
294795,2
370798,2
523796,1
535505,2
533078,2
279486,2
518843,3
364051,2
374910,2
218407,3
155188,2
972055,2
43748,2
338202,2
574322,3
108322,1
205644,2
445354,2
727399,3
781175,2
988574,2
1016911,2
105922,2
525794,1
733559,3
79428,2
899890,2
508178,2
214524,2
900157,1
781555,1
359520,3
38512,2
713644,2
167691,2
333175,3
13835,2
762506,2
715749,2
927024,1
323574,2
473488,2
465916,2
535444,3
996275,1
48240,2
328508,2
875304,1
808475,2
401594,2
124231,2
163801,3
209085,2
933879,2
818022,2
793376,3
931862,2
26164,2
758367,2
1027625,3
179409,3
589725,2
52426,2
544591,1
807501,1
360980,1
165402,1
824962,2
195357,3
737298,3
568583,1
620864,3
903465,3
858864,2
695912,2
755425,3
456349,2
519440,2
205434,1
561104,2
41004,1
114465,2
794767,1
148063,3
170127,3
99989,3
402122,3
286193,3
797634,3
620974,3
495773,2
537689,2
287212,2
98933,3
423731,1
804378,3
13404,3
336496,3
650881,2
147250,2
77934,2
587772,2
400957,3
691673,3
577591,2
430398,3
921333,3
850075,3
60453,3
39605,2
426455,2
361192,2
544634,2
90153,3
365440,2
681650,3
485179,2
60437,3
432204,3
480828,2
563947,3
141949,1
312188,3
716889,2
53301,3
550857,3
399213,3
682093,3
19496,3
776253,2
410240,2
256350,2
425033,1
560063,2
209728,2
638308,3
766357,3
871700,3
505672,2
500606,3
322176,2
724994,3
778062,2
1019785,2
520048,3
818059,2
404461,2
824504,2
521998,2
829614,3
492665,3
400412,2
641594,2
57916,2
101438,2
140311,1
137950,2
281327,2
688628,2
629295,2
453218,2
922514,2
196591,2
972255,2
126598,2
965867,2
297517,2
147164,2
87508,2
969985,2
968135,2
713173,2
520159,3
345095,2
519603,3
237682,2
454068,2
616443,3
987979,2
1017657,3
418302,3
813441,2
101850,3
885061,2
234492,2
821218,2
193317,2
82209,2
247559,3
74068,2
562702,2
221038,2
21079,3
253569,1
151220,3
879066,2
550032,2
430976,1
117742,2
778201,2
976219,1
821325,2
982170,2
833852,2
822324,2
242723,1
465025,3
349487,2
541620,2
433048,3
819219,2
872838,2
209661,3
238429,2
1044843,3
336192,2
701205,2
142450,2
818904,2
482500,2
801193,2
303669,3
79168,3
869547,2
430434,2
1032846,2
993928,2
817140,2
419992,2
331794,3
65422,2
887489,2
1045805,2
125405,2
741433,2
1044767,2
449717,1
972293,2
437359,2
645408,3
4808,2
200298,2
378154,2
175561,3
68615,2
812073,3
939026,2
791426,2
551153,3
868495,2
1013960,2
869718,2
940516,1
470936,2
512283,2
858212,2
603755,2
773421,2
462735,2
782204,2
363670,2
61579,3
83928,2
583194,3
169180,3
1005589,3
793706,2
911274,2
356730,2
363068,2
82571,3
964843,2
485187,1
168869,3
517845,2
